k,rebalance_time,status,held_long,held_short,swap_count,funding_pnl_bps,price_pnl_bps,cost_bps,gross_pnl_bps,net_pnl_bps
3,1714521600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,-0.21683333333333335,-89.9517990728614,0.0,-90.16863240619473,-90.16863240619473
3,1714550400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,-0.1442833333333333,-25.28224328236334,0.0,-25.426526615696673,-25.426526615696673
3,1714579200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.3923333333333333,-104.08781449527963,0.0,-103.69548116194629,-103.69548116194629
3,1714608000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.2604333333333334,25.65909504492481,0.0,25.919528378258146,25.919528378258146
3,1714636800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.18811666666666665,11.112702219964593,0.0,11.300818886631259,11.300818886631259
3,1714665600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.20693333333333333,-61.727529699012486,0.0,-61.520596365679154,-61.520596365679154
3,1714694400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.5566666666666666,94.22863966832142,0.0,94.78530633498809,94.78530633498809
3,1714723200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.21238333333333323,29.21493462054355,0.0,29.42731795387688,29.42731795387688
3,1714752000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.16661666666666677,52.49661815830249,0.0,52.66323482496916,52.66323482496916
3,1714780800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.10130000000000006,-5.932525895736055,0.0,-5.831225895736055,-5.831225895736055
3,1714809600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.2160000000000002,0.015431182774709154,0.0,1.2314311827747093,1.2314311827747093
3,1714838400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.05445,29.107275434140316,0.0,30.161725434140315,30.161725434140315
3,1714867200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,2.1666166666666666,35.55722427065492,0.0,37.72384093732159,37.72384093732159
3,1714896000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.3273833333333336,-99.10240072113781,0.0,-97.77501738780448,-97.77501738780448
3,1714924800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.347,-14.142881458606611,0.0,-12.795881458606612,-12.795881458606612
3,1714953600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.8227666666666666,-25.799120075516825,0.0,-24.97635340885016,-24.97635340885016
3,1714982400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.7406333333333331,146.77714645569742,0.0,147.51777978903075,147.51777978903075
3,1715011200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.07935,11.450177220417961,0.0,12.529527220417961,12.529527220417961
3,1715040000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.7465833333333333,38.30394273794734,0.0,39.05052607128067,39.05052607128067
3,1715068800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.9597333333333333,65.2303689278444,0.0,66.19010226117773,66.19010226117773
3,1715097600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.27181666666666665,34.51072382777178,0.0,34.78254049443844,34.78254049443844
3,1715126400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.7189166666666666,58.00286106199811,0.0,58.721777728664776,58.721777728664776
3,1715155200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.10158333333333334,-25.575215517850182,0.0,-25.47363218451685,-25.47363218451685
3,1715184000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.26508333333333334,113.52593278930918,0.0,113.79101612264252,113.79101612264252
3,1715212800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.07663333333333332,87.05205029013626,0.0,87.1286836234696,87.1286836234696
3,1715241600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.43205,-35.50536974886791,0.0,-35.07331974886792,-35.07331974886792
3,1715270400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.39741666666666675,-58.98323252277921,0.0,-58.585815856112546,-58.585815856112546
3,1715299200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6224666666666667,-106.38357989379395,0.0,-105.76111322712728,-105.76111322712728
3,1715328000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6635666666666666,92.2793574918345,0.0,92.94292415850117,92.94292415850117
3,1715356800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.0589500000000003,76.35270150019664,0.0,77.41165150019664,77.41165150019664
3,1715385600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.7133833333333335,2.3254621460005467,0.0,3.0388454793338804,3.0388454793338804
3,1715414400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.48100000000000004,-26.596516805754327,0.0,-26.115516805754325,-26.115516805754325
3,1715443200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6070666666666666,58.168672202639165,0.0,58.77573886930583,58.77573886930583
3,1715472000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.45605,-17.20470981154115,0.0,-16.74865981154115,-16.74865981154115
3,1715500800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.2627666666666666,-1.5850183281676946,0.0,-1.322251661501028,-1.322251661501028
3,1715529600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.5337333333333334,33.78276579730298,0.0,34.31649913063631,34.31649913063631
3,1715558400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6789666666666666,56.471364752245684,0.0,57.15033141891235,57.15033141891235
3,1715587200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.43084999999999996,-3.0404883589499896,0.0,-2.6096383589499896,-2.6096383589499896
3,1715616000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.0021666666666667,40.440905234671966,0.0,41.443071901338634,41.443071901338634
3,1715644800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.25335,53.11066689900258,0.0,53.36401689900258,53.36401689900258
3,1715673600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.9829500000000001,50.979869979471545,0.0,51.96281997947155,51.96281997947155
3,1715702400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,2.2462999999999997,82.45969624753977,0.0,84.70599624753977,84.70599624753977
3,1715731200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.49165,36.367414866632366,0.0,37.859064866632366,37.859064866632366
3,1715760000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.1065833333333333,-196.53535101923885,0.0,-195.4287676859055,-195.4287676859055
3,1715788800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.867866666666667,19.912269782503795,0.0,21.780136449170463,21.780136449170463
3,1715817600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.5039499999999997,-127.29910004910279,0.0,-125.79515004910279,-125.79515004910279
3,1715846400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.03958333333333336,71.4464674990908,0.0,71.48605083242414,71.48605083242414
3,1715875200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.28968333333333346,-21.04968701762339,0.0,-20.76000368429006,-20.76000368429006
3,1715904000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.26695,-102.47612250433244,0.0,-101.20917250433244,-101.20917250433244
3,1715932800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6387333333333334,-124.6134940085886,0.0,-123.97476067525527,-123.97476067525527
3,1715961600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.005499999999999998,1.9661291834774777,0.0,1.9716291834774777,1.9716291834774777
3,1715990400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6921833333333334,71.9504992607965,0.0,72.64268259412984,72.64268259412984
3,1716019200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.5341,-8.012235112239386,0.0,-7.478135112239386,-7.478135112239386
3,1716048000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.8941166666666666,-8.61744921247,0.0,-7.723332545803333,-7.723332545803333
3,1716076800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.8097833333333333,76.31823561039872,0.0,77.12801894373204,77.12801894373204
3,1716105600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6599833333333334,149.46339768208844,0.0,150.12338101542178,150.12338101542178
3,1716134400000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,1.2574,-8.212724325928349,0.0,-6.955324325928348,-6.955324325928348
3,1716163200000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.049183333333333336,-136.51315837125523,0.0,-136.4639750379219,-136.4639750379219
3,1716192000000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.6733666666666664,-89.18565316086396,0.0,-88.5122864941973,-88.5122864941973
3,1716220800000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.515,-350.99544682587515,0.0,-350.48044682587516,-350.48044682587516
3,1716249600000,RESOLVED,TRXUSDT|BNBUSDT|BCHUSDT,ARBUSDT|OPUSDT|SUIUSDT,0,0.4418666666666667,165.61349396923347,0.0,166.05536063590014,166.05536063590014
