variant,pair,funding_carry_bps_per_day,unresolved_no_data_count,trade_count,gross_pnl_bps,cost_bps,net_pnl_bps,hit_rate,profit_factor,sharpe,sortino,max_drawdown_bps,avg_win_bps,avg_loss_bps,avg_bars_held,turnover_notional,profit_count,stop_count,vertical_count,profit_factor_gate_pass
fast_vertical_4h,ARBUSDT/ETHUSDT,5.0808,1,1387,1989.2386721168705,17386.2202,-15396.981527883132,0.5529920692141312,0.8009383571655782,-0.07012776288653648,-0.06879639544875074,17699.376072744708,80.77030698325774,-124.75452739361583,2.5277577505407356,1387000.0,944,90,353,False
fast_vertical_4h,ARBUSDT/LINKUSDT,6.0,1,1466,-3889.920316918625,18754.75,-22644.67031691863,0.529331514324693,0.7738766653452386,-0.09166735724408134,-0.1054645600022619,26743.04565162682,99.86898847220127,-145.13479039325625,3.1725784447476126,1466000.0,681,162,623,False
fast_vertical_4h,ARBUSDT/OPUSDT,6.0,0,1578,7355.3611925550285,20234.0,-12878.63880744495,0.5012674271229405,0.8530903482910521,-0.05874041895484038,-0.08136216572734245,19269.056468101386,94.54491572077214,-111.38966600073151,3.2902408111533585,1578000.0,625,150,803,False
fast_vertical_4h,ATOMUSDT/DOTUSDT,6.0,0,1629,4931.94166859331,20887.5,-15955.558331406703,0.523634131368938,0.8043785622050869,-0.07897523583865566,-0.09459364143156654,22107.608443778263,76.91428652741804,-105.10753188053387,3.289134438305709,1629000.0,683,156,790,False
fast_vertical_4h,ATOMUSDT/ETCUSDT,6.0,0,1588,6408.125613639223,20282.0,-13873.874386360782,0.5283375314861462,0.8410227249100024,-0.06355678079259987,-0.08000416683483018,16331.070011996224,87.47994056622231,-116.51474568948103,3.08816120906801,1588000.0,793,178,617,False
fast_vertical_4h,AVAXUSDT/DOTUSDT,6.0,0,1589,14455.714818872058,20373.25,-5917.535181127932,0.5342983008181246,0.9317829289315611,-0.025856558332991844,-0.033133716228682615,10143.572456948918,95.20392182271169,-117.22387136298671,3.2857142857142856,1589000.0,693,144,752,False
fast_vertical_4h,AVAXUSDT/ETCUSDT,6.0,0,1598,-3120.7512730321246,20441.0,-23561.751273032107,0.5287859824780976,0.7794637458229194,-0.08631584129305775,-0.0985688444230946,26748.000853782694,98.55230461855777,-141.88372998102713,3.1664580725907383,1598000.0,793,144,661,False
fast_vertical_4h,AVAXUSDT/ETHUSDT,5.0808,0,1449,-8578.744366472336,18159.2231,-26737.967466472335,0.5458937198067633,0.7085593494756217,-0.10838552919409625,-0.10640419386011075,27604.271630244544,82.1822471748192,-139.42876137044732,2.5141476880607314,1449000.0,923,117,409,False
fast_vertical_4h,AVAXUSDT/LINKUSDT,6.0,0,1529,-3273.639299655263,19567.25,-22840.889299655275,0.5147155003270111,0.7651103462343994,-0.09668566539678407,-0.11989835454482273,23686.483866625324,94.53627016206723,-131.05247158652583,3.1896664486592545,1529000.0,706,159,664,False
fast_vertical_4h,AVAXUSDT/SOLUSDT,5.603400000000001,0,1442,-743.7328478235422,18305.841225,-19049.574072823536,0.5485436893203883,0.7887281184816358,-0.08301452293971981,-0.092964772099556,20675.72449147752,89.90718708233533,-138.50408456981688,2.9757281553398056,1442000.0,842,126,474,False
